Code département,département,circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation (%),1 Sexe candidat,1 Nom candidat,1 Prénom candidat,1 Etiquette liste,1 nuance,1 voix,1 Accès second tour,2 Sexe candidat,2 Nom candidat,2 Prénom candidat,2 Etiquette liste,2 nuance,2 voix,2 Accès second tour,3 Sexe candidat,3 Nom candidat,3 Prénom candidat,3 Etiquette liste,3 nuance,3 voix,3 Accès second tour,4 Sexe candidat,4 Nom candidat,4 Prénom candidat,4 Etiquette liste,4 nuance,4 voix,4 Accès second tour,5 Sexe candidat,5 Nom candidat,5 Prénom candidat,5 Etiquette liste,5 nuance,5 voix,5 Accès second tour,6 Sexe candidat,6 Nom candidat,6 Prénom candidat,6 Etiquette liste,6 nuance,6 voix,6 Accès second tour,7 Sexe candidat,7 Nom candidat,7 Prénom candidat,7 Etiquette liste,7 nuance,7 voix,7 Accès second tour,8 Sexe candidat,8 Nom candidat,8 Prénom candidat,8 Etiquette liste,8 nuance,8 voix,8 Accès second tour,9 Sexe candidat,9 Nom candidat,9 Prénom candidat,9 Etiquette liste,9 nuance,9 voix,9 Accès second tour,10 Sexe candidat,10 Nom candidat,10 Prénom candidat,10 Etiquette liste,10 nuance,10 voix,10 Accès second tour,11 Sexe candidat,11 Nom candidat,11 Prénom candidat,11 Etiquette liste,11 nuance,11 voix,11 Accès second tour,12 Sexe candidat,12 Nom candidat,12 Prénom candidat,12 Etiquette liste,12 nuance,12 voix,12 Accès second tour,13 Sexe candidat,13 Nom candidat,13 Prénom candidat,13 Etiquette liste,13 nuance,13 voix,13 Accès second tour,14 Sexe candidat,14 Nom candidat,14 Prénom candidat,14 Etiquette liste,14 nuance,14 voix,14 Accès second tour,15 Sexe candidat,15 Nom candidat,15 Prénom candidat,15 Etiquette liste,15 nuance,15 voix,15 Accès second tour,16 Sexe candidat,16 Nom candidat,16 Prénom candidat,16 Etiquette liste,16 nuance,16 voix,16 Accès second tour,17 Sexe candidat,17 Nom candidat,17 Prénom candidat,17 Etiquette liste,17 nuance,17 voix,17 Accès second tour,18 Sexe candidat,18 Nom candidat,18 Prénom candidat,18 Etiquette liste,18 nuance,18 voix,18 Accès second tour,19 Sexe candidat,19 Nom candidat,19 Prénom candidat,19 Etiquette liste,19 nuance,19 voix,19 Accès second tour,20 Sexe candidat,20 Nom candidat,20 Prénom candidat,20 Etiquette liste,20 nuance,20 voix,20 Accès second tour,21 Sexe candidat,21 Nom candidat,21 Prénom candidat,21 Etiquette liste,21 nuance,21 voix,21 Accès second tour,22 Sexe candidat,22 Nom candidat,22 Prénom candidat,22 Etiquette liste,22 nuance,22 voix,22 Accès second tour,23 Sexe candidat,23 Nom candidat,23 Prénom candidat,23 Etiquette liste,23 nuance,23 voix,23 Accès second tour,24 Sexe candidat,24 Nom candidat,24 Prénom candidat,24 Etiquette liste,24 nuance,24 voix,24 Accès second tour,25 Sexe candidat,25 Nom candidat,25 Prénom candidat,25 Etiquette liste,25 nuance,25 voix,25 Accès second tour,26 Sexe candidat,26 Nom candidat,26 Prénom candidat,26 Etiquette liste,26 nuance,26 voix,26 Accès second tour,,,,,,,,
24,DORDOGNE,4,82999,61062,59522,1540,"73,57%",M,ALVES,CHRISTIAN,PARTI DES TRAVAILLEURS,EXG,171,N,M,MERCIER,SERGE,LUTTE OUVRIERE,EXG,417,N,M,VALETTE,J.PAUL,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1182,N,M,AUZOU,JACQUES,PARTI COMMUNISTE FRANCAIS,COM,7029,N,M,PEIRO,GERMINAL,ASSOCIATION PS PRG ET APPARENTES,PRG,19134,O,M,BONDONNEAU,ROMAIN,POLE REPUBLICAIN,DVG,623,N,F,PATRIAT,ELISABETH,LES VERTS,ECO,1202,N,M,LAURENT,STEPHANE,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,1513,N,M,PERETTI DE,J.JACQUES,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,20969,O,F,BLAINEAU,CELINE,MOUVEMENT POUR LA FRANCE,DVD,250,N,F,PUJOL,EMMANUELLE,FRONT NATIONAL,FRN,4007,N,M,LAFLAQUIERE,PATRICK,MOUVEMENT NATIONAL REPUBLICAIN,EXD,348,N,M,ROUX,AIMABLE,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,829,N,F,DARCHEN,BERNADETTE,CHASSE PECHE NATURE ET TRADITIONS,DIV,1221,N,M,GILBERT,MICHAEL,RESEAU NOUVELLE DONNE,DIV,240,N,M,GRENIER,PAUL,SANS ETIQUETTE,DIV,387,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,1,65445,44041,43102,939,"67,29%",F,BOYER,M.ROSE,PARTI DES TRAVAILLEURS,EXG,225,N,F,FRIESS,NICOLE,LUTTE OUVRIERE,EXG,543,N,F,MENETRIER,ANNIE,PARTI COMMUNISTE FRANCAIS,COM,790,N,M,FOUSSERET,J.LOUIS,PARTI SOCIALISTE,SOC,14776,O,F,VULVERT,CHRISTIANE,POLE REPUBLICAIN,DVG,682,N,M,MERCIER,CLAUDE,LES VERTS,ECO,1914,N,M,ROBLIN,CHRISTOPHE,GENERATION ECOLOGIE,ECO,211,N,F,LIONNET,MARTINE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,359,N,M,GIRARD,CLAUDE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,16881,O,F,CASENOVE,CLAIRE,MOUVEMENT POUR LA FRANCE,DVD,370,N,M,FLEURY,J.NOEL,RASSEMBLEMENT POUR LA FRANCE,DVD,485,N,M,SENNERICH,ROBERT,FRONT NATIONAL,FRN,4978,N,F,BELIN,AGNES,MOUVEMENT NATIONAL REPUBLICAIN,EXD,346,N,M,HYTIER,BRUNO,CHASSE PECHE NATURE ET TRADITIONS,DIV,325,N,M,COTE-COLISSON,MARTIAL,PARTI FEDERALISTE,DIV,217,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,2,69931,47963,47061,902,"68,59%",F,ROCHE,M.FRANCE,LUTTE OUVRIERE,EXG,420,N,M,UBBIALI,GEORGES,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,629,N,F,TERNANT,EVELYNE,PARTI COMMUNISTE FRANCAIS,COM,671,N,F,GUINCHARD KUNSTLER,PAULETTE,PARTI SOCIALISTE,SOC,18290,O,M,HENRY,PIERRE,POLE REPUBLICAIN,DVG,584,N,M,DURAND,ERIC,LES VERTS,ECO,1331,N,M,GRASS,SERGE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,359,N,M,COMPPER,MOISE,CONFEDERATION DES ECOLOGISTES INDEPENDANTS,ECO,103,N,M,DUVERGET,J.CLAUDE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,17085,O,M,JOLY,J.PIERRE,MOUVEMENT POUR LA FRANCE,DVD,424,N,M,CHOMETTE,J.CLAUDE,RASSEMBLEMENT POUR LA FRANCE,DVD,1314,N,M,BART,J.LUC,FRONT NATIONAL,FRN,4812,N,F,RADET,JEANNINE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,222,N,F,VONIN,ALEXANDRA,CHASSE PECHE NATURE ET TRADITIONS,DIV,525,N,M,ALLENBACH,J.PHILIPPE,PARTI FEDERALISTE,DIV,292,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,3,64363,42677,41520,1157,"66,31%",M,DRIANO,CHRISTIAN,LUTTE OUVRIERE,EXG,796,N,M,AVIAT,GERARD,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,580,N,M,DEL RIZZO,OLIVIER,PARTI COMMUNISTE FRANCAIS,COM,588,N,M,PARRENIN,JOSEPH,PARTI SOCIALISTE,SOC,14150,O,M,VILLEMIN,ANDRE,POLE REPUBLICAIN,DVG,614,N,M,CAPELLI,J.CLAUDE,GENERATION ECOLOGIE,ECO,171,N,M,BAZEAU,PHILIPPE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,271,N,F,BALDUS,BARBARA,CONFEDERATION DES ECOLOGISTES INDEPENDANTS,ECO,143,N,M,PIETOUKHOFF,J.MARIE,LE TREFLE,ECO,440,N,M,BONNOT,MARCEL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,15722,O,F,CHAMOUTON,AGNES,MOUVEMENT POUR LA FRANCE,DVD,396,N,F,CARREZ,EVELYNE,FRONT NATIONAL,FRN,5871,N,M,GRISOT,MICKAEL,MOUVEMENT NATIONAL REPUBLICAIN,EXD,857,N,F,THIERRY MATHIS,SANDRA,CHASSE PECHE NATURE ET TRADITIONS,DIV,551,N,F,CUENOT,M.THERESE,PARTI FEDERALISTE,DIV,93,N,M,SAMMARI,ZINEDINE,GENERATION REPUBLICAINE,DIV,277,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,4,65602,42107,41068,1039,"64,19%",M,JEANNIN,DANIEL,PARTI DES TRAVAILLEURS,EXG,478,N,M,KVARTSKHAVA,GEORGES,LUTTE OUVRIERE,EXG,628,N,M,ADAMI,YVES,PARTI COMMUNISTE FRANCAIS,COM,972,N,M,MOSCOVICI,PIERRE,PARTI SOCIALISTE,SOC,14201,O,F,MOUQUAND,M.FRANCE,POLE REPUBLICAIN,DVG,953,N,M,VOLA,YVES,GENERATION ECOLOGIE,ECO,764,N,F,THARIN,IRENE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,13351,O,F,MONTEL,SOPHIE,FRONT NATIONAL,FRN,8053,N,M,RAYOT,GERARD,MOUVEMENT NATIONAL REPUBLICAIN,EXD,470,N,M,SEBILLE,ALAIN,DTE NATIONALE POPULAIRE ET SOCIALE,EXD,372,N,F,GRAFF,MARIE,CHASSE PECHE NATURE ET TRADITIONS,DIV,355,N,M,BONNOT,J.CLAUDE,PARTI FEDERALISTE,DIV,175,N,M,LOUNES,MUSTAPHA,GENERATION REPUBLICAINE,DIV,296,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,DOUBS,5,70532,46834,45237,1597,"66,4%",M,CUENOT,CLAUDE,LUTTE OUVRIERE,EXG,921,N,M,VUILLAUME,ALAIN,PARTI COMMUNISTE FRANCAIS,COM,1407,N,M,BAZILE,CLAUDE,POLE REPUBLICAIN,DVG,1466,N,M,HUGOT,ROBERT,LES VERTS,ECO,7069,O,F,DA SILVA,CORINNE,GENERATION ECOLOGIE,ECO,314,N,M,DELSAU,FRANCOIS,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,468,N,M,GIRARDET,FABRICE,ECOLOGISTE,ECO,740,N,M,FAIVRE,GERARD,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,3783,N,M,BINETRUY,J.MARIE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,21438,O,M,ROUSSEL,ETIENNE,MOUVEMENT POUR LA FRANCE,DVD,713,N,F,FAIVRE-PIERRET,MARTINE,FRONT NATIONAL,FRN,5372,N,F,VIVOT,LAURE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,474,N,M,MARS,PHILIPPE,CHASSE PECHE NATURE ET TRADITIONS,DIV,817,N,M,ANGUENOT,THIERRY,PARTI FEDERALISTE,DIV,255,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,1,68306,44289,43666,623,"64,84%",M,TERNO,ALAIN,LUTTE OUVRIERE,EXG,229,N,M,RINER,ROGER,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,421,N,F,BOCHATON,ALICE,PARTI COMMUNISTE FRANCAIS,COM,844,N,F,RIVASI,MICHELE,PARTI SOCIALISTE,SOC,14875,O,M,BOUCHET,GERARD,POLE REPUBLICAIN,DVG,506,N,F,RICARD,JOELLE,GENERATION ECOLOGIE,ECO,86,N,M,CAPELASSE,MICHEL,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,156,N,M,REBECCHI,SANTINO,CITOYENNETE ACTION PARTICIPATION POUR LE 21E SIECLE,ECO,147,N,M,PERRIN,AIME,LE TREFLE,ECO,206,N,F,CARUSO,FRANCOISE,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,150,N,M,BOUCHET,GILBERT,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,3420,N,M,LABAUNE,PATRICK,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,17300,O,M,ALBERT-BRUNET,FRANCOIS,MOUVEMENT POUR LA FRANCE,DVD,182,N,M,CHEVAL,JOEL,FRONT NATIONAL,FRN,4923,N,F,CHARRE,M.CLAIRE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,221,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,2,74518,49207,48281,926,"66,03%",F,ARTHAUD,NATHALIE,LUTTE OUVRIERE,EXG,409,N,F,MOUNIB,RAPHAELE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,621,N,F,BAYOUD-TORRES,M.JOSE,PARTI COMMUNISTE FRANCAIS,COM,1638,N,M,BESSON,ERIC,PARTI SOCIALISTE,SOC,16692,O,M,NEGRO,LAURENT,LE TREFLE,ECO,734,N,M,BJEDIC,OMER,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,227,N,M,REYNIER,FRANCK,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,14067,O,M,LASSAGNE,FREDERIC,SANS ETIQUETTE,DVD,3914,N,M,DHERS,JEAN,MOUVEMENT POUR LA FRANCE,DVD,440,N,M,GANIVET,JACQUES,FRONT NATIONAL,FRN,8214,N,M,ROUDIER,OLIVIER,MOUVEMENT NATIONAL REPUBLICAIN,EXD,595,N,F,FORCINAL,DOMINIQUE,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,730,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,3,90338,62558,61326,1232,"69,25%",M,MONSILLON,PHILIPPE,PARTI DES TRAVAILLEURS,EXG,134,N,M,ZARAGOZA,GEORGES,LUTTE OUVRIERE,EXG,366,N,M,CHAMBON,JEREMIE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1221,N,M,RAMBAUD,J.PIERRE,PARTI COMMUNISTE FRANCAIS,COM,2891,N,M,GREGOIRE,MICHEL,PARTI SOCIALISTE,SOC,17985,O,F,COUTARD,CATHERINE,POLE REPUBLICAIN,DVG,1055,N,M,RIGUET,PIERRE,LES VERTS,ECO,1739,N,F,GAMERRE,FRANCE,GENERATION ECOLOGIE,ECO,179,N,M,DEGANS,FRANCOIS,CONFEDERATION DES ECOLOGISTES INDEPENDANTS,ECO,157,N,M,PASSARO,J.LUC,LE TREFLE,ECO,590,N,F,PORTZERT,SERVANNE,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,156,N,M,PEGON,FRANCOIS,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,2145,N,M,MARITON,HERVE,DEMOCRATIE LIBERALE,UMP,21943,O,M,FRACHON,CHRISTOPHE,MOUVEMENT POUR LA FRANCE,DVD,353,N,F,ALCOUFFE-MALET,CHRISTINE,FRONT NATIONAL,FRN,7187,N,F,ROUSTAN,MAGALI,MOUVEMENT NATIONAL REPUBLICAIN,EXD,546,N,M,SAUNOIS,ROGER,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,804,N,M,BAILLY,BERNARD,CHASSE PECHE NATURE ET TRADITIONS,DIV,1649,N,F,TOSELLO,DANIELLE,REGIONS ET PEUPLES SOLIDAIRES,DIV,226,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DROME,4,77567,51238,50346,892,"66,06%",F,SEEMANN,M.CHRISTINE,LUTTE OUVRIERE,EXG,491,N,F,FLORENSON,YOLANDE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,601,N,M,FAURE,JACQUES,PARTI COMMUNISTE FRANCAIS,COM,1660,N,M,BERTHOLET,HENRI,PARTI SOCIALISTE,SOC,13999,O,M,HAREAUT,ALEXIS,INITIATIVE REPUBLICAINE,DVG,166,N,M,CHOSSON,J.MARIE,LES VERTS,ECO,1349,N,M,RICARD,REGIS,GENERATION ECOLOGIE,ECO,126,N,F,GALAN,M.JOSE,CONFEDERATION DES ECOLOGISTES INDEPENDANTS,ECO,138,N,F,PASSARO,SOPHIE,LE TREFLE,ECO,392,N,M,BROUTY,NOEL,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,285,N,M,BIANCHERI,GABRIEL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,17195,O,M,TORMENTO,PHILIPPE,DIVERS DROITE,DVD,3495,N,M,LABADENS,PHILIPPE,MOUVEMENT POUR LA FRANCE,DVD,523,N,M,PELARDY,PAUL,RASSEMBLEMENT POUR LA FRANCE,DVD,397,N,M,PINET,BERNARD,FRONT NATIONAL,FRN,9038,N,M,CARRA,DANIEL,MOUVEMENT NATIONAL REPUBLICAIN,EXD,491,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,1,78277,49533,48704,829,"63,28%",F,ROETHLISBERGER,CORINNE,LUTTE OUVRIERE,EXG,540,N,F,LE THIEC,A.MARIE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,806,N,F,OGER,ANDREE,PARTI COMMUNISTE FRANCAIS,COM,3526,N,F,MANSOURET,ANNE,PARTI RADICAL DE GAUCHE,PRG,10221,O,F,SALVIAT,THERESE,POLE REPUBLICAIN,DVG,480,N,M,GUYOMARCH,J.YVES,LES VERTS,ECO,1255,N,M,DEBRE,J.LOUIS,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,22564,O,M,PELISSIER,J.CLAUDE,FRONT NATIONAL,FRN,7200,N,M,QUIRINS,JACQUES,MOUVEMENT NATIONAL REPUBLICAIN,EXD,426,N,F,BARRE,DELPHINE,CHASSE PECHE NATURE ET TRADITIONS,DIV,669,N,M,MIGUET,NICOLAS,RASSEMBLEMENT DES CONTRIBUABLES FRANCAIS,DIV,369,N,F,PIZEL,SONIA,GIP - DEMOCRATIE ACTIVE,DIV,503,N,M,BILBAULT,MICHEL,RESEAU NOUVELLE DONNE,DIV,145,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,2,70251,45368,44176,1192,"64,58%",M,VAZARD,FRANCOIS,PARTI DES TRAVAILLEURS,EXG,239,N,F,LEWI,ROSINE,LUTTE OUVRIERE,EXG,554,N,F,OZANNE,SOPHIE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,839,N,M,LEBLANC,MICHEL,PARTI COMMUNISTE FRANCAIS,COM,1486,N,M,RECOURS,ALFRED,PARTI SOCIALISTE,SOC,14231,O,M,LE LEPVRIER,YVON,POLE REPUBLICAIN,DVG,652,N,M,FEREY,J.MARC,LES VERTS,ECO,1306,N,M,NICOLAS,J.PIERRE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,16440,O,M,LAPEYRE,CLAUDE,UNION DES INDEPENDANTS,DVD,313,N,F,MASNE,MADELEINE,FRONT NATIONAL,FRN,5270,N,M,DUPONT,YVES,MOUVEMENT NATIONAL REPUBLICAIN,EXD,1032,N,M,OLIVIER,JOEL,CHASSE PECHE NATURE ET TRADITIONS,DIV,870,N,F,LEBON,CHANTAL,RASSEMBLEMENT DES CONTRIBUABLES FRANCAIS,DIV,255,N,M,BENARD,J.FRANCOIS,DIVERS,DIV,122,N,M,CALLIAT,ERIC,SANS ETIQUETTE,DIV,567,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,3,73323,48772,47885,887,"66,52%",F,BALLEYDIER,CLAUDETTE,LUTTE OUVRIERE,EXG,437,N,M,MARTIN,THIERRY,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,779,N,F,BOUQUET,PENELOPE,PARTI COMMUNISTE FRANCAIS,COM,1034,N,M,DESTANS,J.LOUIS,PARTI SOCIALISTE,SOC,13602,O,M,DIEULEVEUT,MARC,POLE REPUBLICAIN,DVG,334,N,F,BUFFET,EDITH,LES VERTS,ECO,907,N,F,CONTENTIN,M.THERESE,CITOYENNETE ACTION PARTICIPATION POUR LE 21E SIECLE,ECO,250,N,M,MORIN,HERVE,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,21970,O,F,DRU,FRANCOISE,DIVERS DROITE,DVD,375,N,F,GARNIER,CECILE,MOUVEMENT POUR LA FRANCE,DVD,186,N,M,LE TANNEUR,MARC,FRONT NATIONAL,FRN,5463,N,F,GIANGRANDE,GHISLAINE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,227,N,F,BUISSON,JOSETTE,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,797,N,F,NIEL,M.ANGE,CHASSE PECHE NATURE ET TRADITIONS,DIV,1194,N,F,FLANDRE,CATHERINE,RASSEMBLEMENT DES CONTRIBUABLES FRANCAIS,DIV,178,N,M,DUPUIS,JEAN,SANS ETIQUETTE,DIV,152,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,4,77245,48528,47390,1138,"62,82%",M,PICHON,PHILIPPE,LUTTE OUVRIERE,EXG,753,N,M,PREVOST,GERARD,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1201,N,M,COZETTE,FREDERIC,PARTI COMMUNISTE FRANCAIS,COM,1650,N,M,LONCLE,FRANCOIS,PARTI SOCIALISTE,SOC,16016,O,F,FABRIS FERAL,CAROLE,POLE REPUBLICAIN,DVG,690,N,F,JULLIEN,VERONIQUE,LES VERTS,ECO,1512,N,M,REBOLI,ERIC,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,9913,O,M,ROUCAUTE,YVES,UNION POUR LA MAJORITE PRESIDENTIELLE,DVD,0,N,M,AUZOUX,GUY,SANS ETIQUETTE,DVD,4771,N,M,FRAU,BERNARD,RASSEMBLEMENT POUR LA FRANCE,DVD,1699,N,F,HENIQUE,CLAUDETTE,FRONT NATIONAL,FRN,7509,N,M,THIERY,WILLIAM,MOUVEMENT NATIONAL REPUBLICAIN,EXD,604,N,F,CERISIER ,ODILE,CHASSE PECHE NATURE ET TRADITIONS,DIV,706,N,M,BOULET,CLAUDE,RASSEMBLEMENT DES CONTRIBUABLES FRANCAIS,DIV,340,N,M,PRUD'HOMME,WILLIAM,SANS ETIQUETTE,DIV,26,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EURE,5,79700,50476,49321,1155,"63,33%",M,PARENT,PATRICE,LUTTE OUVRIERE,EXG,722,N,M,VANDEVOORDE,PIERRE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,953,N,F,PICARD,CATHERINE,PARTI SOCIALISTE,SOC,16329,O,M,BARGAIN,FREDERIC,POLE REPUBLICAIN,DVG,525,N,F,ZONCA,ANNETTE,SANS ETIQUETTE,DVG,479,N,F,FONTAINE,JOELLE,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,660,N,M,GILARD,FRANCK,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,17554,O,F,GIBERT,CATHERINE,MOUVEMENT POUR LA FRANCE,DVD,687,N,M,TOUCHAGUES,BERNARD,FRONT NATIONAL,FRN,9418,N,F,FRICHOT,FRANCOISE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,426,N,M,LANGLOIS,DANIEL,CHASSE PECHE NATURE ET TRADITIONS,DIV,745,N,M,GUITTON,PHILIPPE,RASSEMBLEMENT DES CONTRIBUABLES FRANCAIS,DIV,331,N,M,PASQUIER,GUILLAUME,ENERGIES DEMOCRATES,DIV,492,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EURE-ET-LOIR,1,78945,51405,50459,946,"65,11%",F,AUBERT,M.JOSEE,LUTTE OUVRIERE,EXG,694,N,M,MOURAD,STEPHANE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,646,N,M,PADOIS,DOMINIQUE,PARTI COMMUNISTE FRANCAIS,COM,988,N,M,LEMOINE,GEORGES,PARTI SOCIALISTE,SOC,14918,O,M,BRETILLARD,MATHIEU,POLE REPUBLICAIN,DVG,687,N,F,GIRARD,MAURICETTE,LES VERTS,ECO,1944,N,M,CHEVEE,ERIC,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,7413,N,M,GORGES,J.PIERRE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,15546,O,F,PESLERBE,JACQUELINE,FRONT NATIONAL,FRN,6175,N,M,TONNELLIER,DANIEL,CHASSE PECHE NATURE ET TRADITIONS,DIV,1063,N,F,TRAVAILLE,MARTINE,RASSEMBLEMENT DES CONTRIBUABLES FRANCAIS,DIV,333,N,M,PICHOT,PATRICK,GIP - DEMOCRATIE ACTIVE,DIV,52,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,EURE-ET-LOIR,2,64752,39657,38824,833,"61,24%",F,JAFFRENOU,BEATRICE,PARTI DES TRAVAILLEURS,EXG,556,N,M,CHEVROLLIER,VINCENT,LUTTE OUVRIERE,EXG,662,N,F,QUERITE,GISELE,PARTI COMMUNISTE FRANCAIS,COM,891,N,F,HESSEL,BIRGITTA,PARTI SOCIALISTE,SOC,9398,O,F,BOURDIER-AUBERT,DANIELLE,POLE REPUBLICAIN,DVG,615,N,M,HAMEL,GERARD,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,17505,O,M,AVON,FRANCOIS,FRONT NATIONAL,FRN,7196,N,F,MEGRET,COLETTE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,493,N,F,DULAC,MARIE,CHASSE PECHE NATURE ET TRADITIONS,DIV,1159,N,M,NEVES,JEAN MANUEL,RASSEMBLEMENT DES CONTRIBUABLES FRANCAIS,DIV,349,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
