Code département,département,circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation (%),1 Sexe candidat,1 Nom candidat,1 Prénom candidat,1 Etiquette liste,1 nuance,1 voix,1 Accès second tour,2 Sexe candidat,2 Nom candidat,2 Prénom candidat,2 Etiquette liste,2 nuance,2 voix,2 Accès second tour,3 Sexe candidat,3 Nom candidat,3 Prénom candidat,3 Etiquette liste,3 nuance,3 voix,3 Accès second tour,4 Sexe candidat,4 Nom candidat,4 Prénom candidat,4 Etiquette liste,4 nuance,4 voix,4 Accès second tour,5 Sexe candidat,5 Nom candidat,5 Prénom candidat,5 Etiquette liste,5 nuance,5 voix,5 Accès second tour,6 Sexe candidat,6 Nom candidat,6 Prénom candidat,6 Etiquette liste,6 nuance,6 voix,6 Accès second tour,7 Sexe candidat,7 Nom candidat,7 Prénom candidat,7 Etiquette liste,7 nuance,7 voix,7 Accès second tour,8 Sexe candidat,8 Nom candidat,8 Prénom candidat,8 Etiquette liste,8 nuance,8 voix,8 Accès second tour,9 Sexe candidat,9 Nom candidat,9 Prénom candidat,9 Etiquette liste,9 nuance,9 voix,9 Accès second tour,10 Sexe candidat,10 Nom candidat,10 Prénom candidat,10 Etiquette liste,10 nuance,10 voix,10 Accès second tour,11 Sexe candidat,11 Nom candidat,11 Prénom candidat,11 Etiquette liste,11 nuance,11 voix,11 Accès second tour,12 Sexe candidat,12 Nom candidat,12 Prénom candidat,12 Etiquette liste,12 nuance,12 voix,12 Accès second tour,13 Sexe candidat,13 Nom candidat,13 Prénom candidat,13 Etiquette liste,13 nuance,13 voix,13 Accès second tour,14 Sexe candidat,14 Nom candidat,14 Prénom candidat,14 Etiquette liste,14 nuance,14 voix,14 Accès second tour,15 Sexe candidat,15 Nom candidat,15 Prénom candidat,15 Etiquette liste,15 nuance,15 voix,15 Accès second tour,16 Sexe candidat,16 Nom candidat,16 Prénom candidat,16 Etiquette liste,16 nuance,16 voix,16 Accès second tour,17 Sexe candidat,17 Nom candidat,17 Prénom candidat,17 Etiquette liste,17 nuance,17 voix,17 Accès second tour,18 Sexe candidat,18 Nom candidat,18 Prénom candidat,18 Etiquette liste,18 nuance,18 voix,18 Accès second tour,19 Sexe candidat,19 Nom candidat,19 Prénom candidat,19 Etiquette liste,19 nuance,19 voix,19 Accès second tour,20 Sexe candidat,20 Nom candidat,20 Prénom candidat,20 Etiquette liste,20 nuance,20 voix,20 Accès second tour,21 Sexe candidat,21 Nom candidat,21 Prénom candidat,21 Etiquette liste,21 nuance,21 voix,21 Accès second tour,22 Sexe candidat,22 Nom candidat,22 Prénom candidat,22 Etiquette liste,22 nuance,22 voix,22 Accès second tour,22 Pourcentage aux exprimés
91,ESSONNE,8,75339,44446,44145,301,"58,99%",M,BEAUBATON,FRÉDÉRIC,PARTI OUVRIER INDÉPENDANT,EXG,56,N,M,TOURNIER,LAURENT,LUTTE OUVRIÈRE,EXG,107,N,M,CHUST,THOMAS,NOUVEAU PARTI ANTICAPITALISTE,EXG,128,N,F,LATAPIE,VÉRONIQUE,FRONT DE GAUCHE,FDG,2413,N,F,BRISTOT,AUDE,PARTI SOCIALISTE,SOC,13331,O,F,LE VAGUERESE-MARIE,FLORIE,EUROPE-ECOLOGIE-LES VERTS,ECO,968,N,M,MOREL,DENIS,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,168,N,M,VALAT,ERIC,LE CENTRE POUR LA FRANCE,MODEM,473,N,M,BETEILLE,LAURENT,UNION POUR UN MOUVEMENT POPULAIRE,UMP,4204,N,F,JEYAKUMAR,JANATHI,NOUVEAU CENTRE,NouvC,70,N,M,DUPONT-AIGNAN,NICOLAS,DEBOUT LA RÉPUBLIQUE,DVD,18904,O,F,DONZEAU,MARIE-THÉRÈSE,RASSEMBLEMENT BLEU MARINE,FRN,3136,N,M,GHEHIOUECHE,FARID,CANNABIS SANTÉ LIBERTÉS JUSTICE,DIV,187,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,9,76276,43617,43038,579,"57,18%",M,GRISAUD,BENOÎT,LUTTE OUVRIÈRE,EXG,162,N,M,DIA,IBRAHIMA,NOUVEAU PARTI ANTICAPITALISTE,EXG,199,N,F,WINGHARDT,MARIE-FRANCE,FRONT DE GAUCHE,FDG,2390,N,M,MANDON,THIERRY,PARTI SOCIALISTE,SOC,17032,O,F,LEBRUN,MARIE-CECILE,EUROPE-ECOLOGIE-LES VERTS,ECO,1457,N,M,HOUNSOU,DAMIEN,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,256,N,F,RACT-MADOUX,DAPHNÉ,LE CENTRE POUR LA FRANCE,MODEM,935,N,M,TRON,GEORGES,UNION POUR UN MOUVEMENT POPULAIRE,UMP,11663,O,F,OLIVIER,PHILIPPE,SANS ÉTIQUETTE,DVD,7,N,M,BRUN,PHILIPPE,UMP DISSIDENT,DVD,1554,N,M,ROUX,FRANÇOIS-JOSEPH,DIVERS DROITE,DVD,0,N,M,PUJALS,GEORGES,DEBOUT LA RÉPUBLIQUE,DVD,1320,N,F,COCHARD,ISABELLE,RASSEMBLEMENT BLEU MARINE,FRN,6063,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ESSONNE,10,60673,32064,31578,486,"52,85%",F,DUBOULAY,CHANTAL,LUTTE OUVRIÈRE,EXG,149,N,F,FEDERAK,MICHÈLE,NOUVEAU PARTI ANTICAPITALISTE,EXG,114,N,M,DELAPIERRE,FRANÇOIS,FRONT DE GAUCHE,FDG,5261,N,M,BOUTIH,MALEK,PARTI SOCIALISTE,SOC,10914,O,M,SOUBRA,CHRISTIAN,EUROPE-ECOLOGIE-LES VERTS,ECO,1102,N,M,BAURE,PAUL-HENRI,LE TRÈFLE - LES NOUVEAUX ECOLOGISTES,ECO,201,N,M,DEDJI,NOËL,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,147,N,F,DURANTON,MARIANNE,PARTI RADICAL,PRV,5976,O,M,GAUBIER,SERGE,LE CENTRE POUR LA FRANCE,MODEM,800,N,M,ZLOWODZKI,THOMAS,PARTI LIBÉRAL DÉMOCRATE,DVD,1656,N,M,FOUILLEUL,GAËL,RASSEMBLEMENT BLEU MARINE,FRN,4920,N,M,LAMAOUI,YASSIM,PARTI DES GÉNOVÉFAINS,DIV,338,N,M,VINCENT,CHARLES,SOLIDARITÉ ET PROGRÈS,DIV,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,HAUTS-DE-SEINE,1,59481,28911,28379,532,"48,61%",F,MOURRE,ODILE,PARTI OUVRIER INDÉPENDANT,EXG,42,N,M,BRETON,MICHEL,LUTTE OUVRIÈRE,EXG,154,N,F,GUICHARD,ISABELLE,NOUVEAU PARTI ANTICAPITALISTE,EXG,138,N,M,GRIMAL,JEAN,COMMUNISTES,COM,122,N,M,MUZEAU,ROLAND,FRONT DE GAUCHE,FDG,8447,N,M,BACHELAY,ALEXIS,PARTI SOCIALISTE,SOC,9227,O,M,HALEM,TAOUFIK,EUROPE-ECOLOGIE-LES VERTS,ECO,741,N,F,LE GAL,ANNA,LE TRÈFLE - LES NOUVEAUX ECOLOGISTES,ECO,288,N,F,MELIHI,RACHIDA,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,121,N,M,YAHIAOUI,KARIM,LE CENTRE POUR LA FRANCE,MODEM,492,N,F,DJELLAB,NORA,UNION POUR UN MOUVEMENT POPULAIRE,UMP,3484,N,F,SABAN,MURIEL,NOUVEAU CENTRE,NouvC,0,N,M,BUTAYE,DENIS,DIVERS DROITE,DVD,1141,N,F,BOURDU,ANNE,PARTI LIBÉRAL DÉMOCRATE,DVD,155,N,M,CARILLON,RÉMI,RASSEMBLEMENT BLEU MARINE,FRN,3255,N,M,BEN M'BAREK,HASSAN,FRONT DES BANLIEUES INDÉPENDANT,DIV,341,N,F,DESACHY,ANNE-MARIE,SOLIDARITÉ ET PROGRÈS,DIV,70,N,F,AZIZOUDINE,YASMINE,SANS ÉTIQUETTE,DIV,161,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,HAUTS-DE-SEINE,2,63572,37912,37488,424,"59,64%",M,GOISET,PHILIPPE,LUTTE OUVRIÈRE,EXG,109,N,F,PERTUS,ARMELLE,NOUVEAU PARTI ANTICAPITALISTE,EXG,145,N,M,TARRIN,JEAN-MICHEL,FRONT DE GAUCHE,FDG,1606,N,M,PIETRASANTA,SÉBASTIEN,PARTI SOCIALISTE,SOC,14080,O,M,GUILLARD,LAURENT,EUROPE-ECOLOGIE-LES VERTS,ECO,1531,N,M,BENTEBRA,MOHAMED,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,302,N,F,YADE,RAMA,PARTI RADICAL,PRV,5188,N,M,AESCHLIMANN,MANUEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,10357,O,F,MALEYRE,ALIX,CENTRE NATIONAL DES INDÉPENDANTS ET PAYSANS,DVD,235,N,M,POURBAGHER,FRANCIS,PARTI LIBÉRAL DÉMOCRATE,DVD,489,N,M,MARTIN SAINT LEON,LAURENT,DEBOUT LA RÉPUBLIQUE,DVD,1001,N,M,L'HUILLIER,GUILLAUME,RASSEMBLEMENT BLEU MARINE,FRN,2390,N,M,OLIVIER,BRUNO,SOLIDARITÉ ET PROGRÈS,DIV,55,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,HAUTS-DE-SEINE,3,76553,45815,45088,727,"59,85%",M,PARRY,JEAN-MARIE,LUTTE OUVRIÈRE,EXG,77,N,F,EISENBERG,MATHILDE,NOUVEAU PARTI ANTICAPITALISTE,EXG,128,N,F,NATUREL,ADÉLAÏDE,FRONT DE GAUCHE,FDG,1357,N,M,LASSERRE,JEAN-ANDRÉ,PARTI SOCIALISTE,SOC,14656,O,F,GOURDOL,AIMÉE,MOUVEMENT RÉPUBLICAIN ET CITOYEN,DVG,382,N,F,LE GUENNIOU,ANNE,EUROPE-ECOLOGIE-LES VERTS,ECO,1584,N,M,EL-BOUZAIDI CHEIKHI,AZEDINE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,201,N,F,VILLEDEY,FLORENCE,ALLIANCE CENTRISTE,MODEM-,1992,N,M,KOSSOWSKI,JACQUES,UNION POUR UN MOUVEMENT POPULAIRE,UMP,21094,O,M,LAUPIES,PIERRE-LOUIS,CENTRE NATIONAL DES INDÉPENDANTS ET PAYSANS,DVD,166,N,M,FRATELLIA,JACQUES,RASSEMBLEMENT DES RÉPUBLICAINS ET DES DÉMOCRATES,DVD,237,N,F,DENIAU,FLORIANE,RASSEMBLEMENT BLEU MARINE,FRN,2832,N,M,MARTINEZ,CHAÏB,PARTI PIRATE,DIV,382,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,HAUTS-DE-SEINE,4,70836,39067,38428,639,"55,15%",M,BOUQUET,ANDRÉ,PARTI OUVRIER INDÉPENDANT,EXG,41,N,F,HUNAUT,VÉRONIQUE,LUTTE OUVRIÈRE,EXG,96,N,M,SCHOUMAKER,AURÉLIEN,NOUVEAU PARTI ANTICAPITALISTE,EXG,141,N,F,BOUKHEDIMI,YVONNE,COMMUNISTES,COM,104,N,F,FRAYSSE,JACQUELINE,FRONT DE GAUCHE,FDG,11491,O,M,DJAZIRI,YACINE,PARTI SOCIALISTE,SOC,8588,N,F,VINAYAGAMOORTHY,MEENUKA,PARTI RADICAL DE GAUCHE,PRG,198,N,F,FOULLON,LAURE,EUROPE-ECOLOGIE-LES VERTS,ECO,1248,N,M,PERRIN-BIDAN,STÉPHANE,CAP 21,ECO,217,N,M,HARE,MARIE-CLAIRE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,168,N,F,DE BEAUFORT,VIVIANE,PARTI RADICAL,PRV,162,N,M,MORGANT,DAVID,LE CENTRE POUR LA FRANCE,MODEM,1149,N,M,DUPUY,CHRISTIAN,UNION POUR UN MOUVEMENT POPULAIRE,UMP,10698,O,F,ROSENBLATT,EMMANUELLE,PARTI CHRÉTIEN-DÉMOCRATE,DVD,162,N,M,STEBE,YVES,DEBOUT LA RÉPUBLIQUE,DVD,244,N,M,SALLES,LAURENT,RASSEMBLEMENT BLEU MARINE,FRN,3380,N,M,PUJOL,NICOLAS,PARTI PIRATE,DIV,203,N,M,MARTIN,BRIEUC,PARTI DU VOTE BLANC,DIV,138,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,HAUTS-DE-SEINE,5,68822,40634,40122,512,"59,04%",M,SAUGE,JEAN-MICHEL,PARTI OUVRIER INDÉPENDANT,EXG,88,N,F,LAMBERT,MIREILLE,LUTTE OUVRIÈRE,EXG,124,N,M,CHIARELLI,XAVIER,NOUVEAU PARTI ANTICAPITALISTE,EXG,112,N,M,DELALLEAU,FRANÇOIS,FRONT DE GAUCHE,FDG,1709,N,M,CATOIRE,GILLES,PARTI SOCIALISTE,SOC,12570,O,F,GITTON,MIREILLE,PARTI RADICAL DE GAUCHE,PRG,942,N,M,FOURNIER,ALAIN,EUROPE-ECOLOGIE-LES VERTS,ECO,1508,N,F,DUTILLOY,MARIE-CATHERINE,LE TRÈFLE - LES NOUVEAUX ECOLOGISTES,ECO,283,N,F,LACOUR,DOMINIQUE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,152,N,F,MOUTONGO-BLACK,ALVINE,LE CENTRE POUR LA FRANCE,MODEM,923,N,M,BALKANY,PATRICK,UNION POUR UN MOUVEMENT POPULAIRE,UMP,14647,O,M,LEPRINCE-RINGUET,LOÏC,CANDIDAT DE LA DROITE ET DU CENTRE,DVD,3915,N,M,DUPONCHEL,PIERRE,CANDIDAT DE LA DROITE LIBÉRALE ET INDÉPENDANTE,DVD,301,N,M,MORVAN,FRANÇOIS,DEBOUT LA RÉPUBLIQUE,DVD,232,N,M,RONDEPIERRE,GEOFFROY,RASSEMBLEMENT BLEU MARINE,FRN,2340,N,M,ATLANI,ALEXIS,PARTI PIRATE,DIV,276,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,HAUTS-DE-SEINE,6,73407,43852,43094,758,"59,74%",F,LECLERC,MONIQUE,LUTTE OUVRIÈRE,EXG,75,N,F,GAUJARD,CAROLINE,NOUVEAU PARTI ANTICAPITALISTE,EXG,87,N,F,MAYHEAD,IOANNA,FRONT DE GAUCHE,FDG,923,N,F,BRANNENS,MARIE,PARTI SOCIALISTE,SOC,9225,O,M,PRUVOST,EMMANUEL,EUROPE-ECOLOGIE-LES VERTS,ECO,730,N,M,THEVENET,AUDRIC,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,224,N,M,FAVEUR,FRANCK,LE CENTRE POUR LA FRANCE,MODEM,1228,N,M,DEROCHE,FRANÇOIS,SANS ÉTIQUETTE,DVD,711,N,M,LEPIDI,BERNARD,UMP DISSIDENT,DVD,9393,O,M,FROMANTIN,JEAN-CHRISTOPHE,UNION DE LA DROITE ET DU CENTRE,DVD,16954,O,M,CABRERA,JULIEN,DEBOUT LA RÉPUBLIQUE,DVD,340,N,F,HERVE,NICOLE,RASSEMBLEMENT BLEU MARINE,FRN,3097,N,M,CARREAU,GEORGES,SOLIDARITÉ ET PROGRÈS,DIV,87,N,M,GRANGER,MARIE,SANS ÉTIQUETTE,DIV,13,N,M,NEKKAZ,RACHID,DIVERS GAUCHE,DIV,7,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,HAUTS-DE-SEINE,7,83959,50909,50416,493,"60,64%",F,CHAUDON,ANNE-LAURE,LUTTE OUVRIÈRE,EXG,142,N,M,ROSENMAN,GABRIEL,NOUVEAU PARTI ANTICAPITALISTE,EXG,119,N,F,BARRE,CAMILLE,FRONT DE GAUCHE,FDG,1324,N,M,ROCHERON,BERTRAND,PARTI SOCIALISTE,SOC,14569,O,M,HOSTEINS,OLIVIER,LE CENTRE POUR LA FRANCE,MODEM,2039,N,M,OLLIER,PATRICK,UNION POUR UN MOUVEMENT POPULAIRE,UMP,23944,O,M,JEANMAIRE,FRANÇOIS,UMP DISSIDENT,DVD,2734,N,M,PIERSON,JEAN-CHRISTOPHE,PARTI CHRÉTIEN-DÉMOCRATE,DVD,1263,N,F,LAPORTE,LUCIA,RASSEMBLEMENT BLEU MARINE,FRN,3678,N,M,BLANCHARD,LAURENT,PARTI PIRATE,DIV,604,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,HAUTS-DE-SEINE,8,67018,41575,41160,415,"62,04%",M,HENIQUE,PHILIPPE,LUTTE OUVRIÈRE,EXG,87,N,M,SEGUI,MIGUEL,NOUVEAU PARTI ANTICAPITALISTE,EXG,115,N,F,RABANY,DOMINIQUE,FRONT DE GAUCHE,FDG,1432,N,F,LIME-BIFFE,CATHERINE,PARTI SOCIALISTE,SOC,13440,O,F,CANDELIER,CATHERINE,EUROPE-ECOLOGIE-LES VERTS,ECO,1770,N,M,TARDIEU,NICOLAS,CAP 21,ECO,220,N,F,MOGHIR,NAÏMA,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,241,N,F,MORDELET-CARRIERE,NADIA,LE CENTRE POUR LA FRANCE,MODEM,1572,N,M,GUILLET,JEAN-JACQUES,UNION POUR UN MOUVEMENT POPULAIRE,UMP,15466,O,F,BENIERE,LOUISE,CENTRE NATIONAL DES INDÉPENDANTS ET PAYSANS,DVD,173,N,M,BOUCHARD,RENAUD,SANS ÉTIQUETTE,DVD,32,N,M,CHETAILLE,ROMAIN,SANS ÉTIQUETTE,DVD,2754,N,M,SALA,EMMANUEL,PARTI LIBÉRAL DÉMOCRATE,DVD,258,N,M,PAILLARD,CHRISTOPHE,ALLIANCE ROYALE,DVD,76,N,M,BECQ,MICHEL,DEBOUT LA RÉPUBLIQUE,DVD,333,N,F,LE BAUT,ANNE,RASSEMBLEMENT BLEU MARINE,FRN,2740,N,M,GRILLARD,JEAN,SOLIDARITÉ ET PROGRÈS,DIV,68,N,M,CASTERA,STÉPHANE,PARTI PIRATE,DIV,312,N,F,VIERA,LYDIA,PARTI FÉDÉRALISTE EUROPÉEN,DIV,71,N,,,,,,,,,,,,,,,,,,,,,,
92,HAUTS-DE-SEINE,9,61020,36441,36101,340,"59,72%",F,JANISSET,HÉLÈNE,LUTTE OUVRIÈRE,EXG,0,N,F,KHALIL,MINA,NOUVEAU PARTI ANTICAPITALISTE,EXG,1076,N,F,GÖITIA,ISABELLE,FRONT DE GAUCHE,FDG,748,N,F,EVEN,MARTINE,PARTI SOCIALISTE,SOC,7994,O,M,BOUCHET,CHRISTIAN,PARTI RADICAL DE GAUCHE,PRG,162,N,F,JOYEUX,ODILE,EUROPE-ECOLOGIE-LES VERTS,ECO,1067,N,F,PINEAU,DOROTHÉE,ALLIANCE CENTRISTE,MODEM-,28,N,M,GUEANT,CLAUDE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,9709,O,M,MARCEL,JULIEN,SANS ÉTIQUETTE,DVD,37,N,M,SOLERE,THIERRY,UMP DISSIDENT,DVD,1691,O,M,DUFOUR,JULIEN,RASSEMBLEMENT BLEU MARINE,FRN,1908,N,M,BLANC,PHILIPPE,PARTI PIRATE,DIV,465,N,F,FEO,HÉLÈNE,PARTI FÉDÉRALISTE EUROPÉEN,DIV,151,N,M,CRETEGNY,GUILLAUME,SANS ÉTIQUETTE,DIV,10978,N,M,BOUKTIT,SOFIANE,SANS ÉTIQUETTE,DIV,87,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,HAUTS-DE-SEINE,10,71749,43923,43390,533,"61,22%",F,VIGUIE,LAURENCE,LUTTE OUVRIÈRE,EXG,115,N,F,RONCHINI,VANESSA,NOUVEAU PARTI ANTICAPITALISTE,EXG,121,N,F,ALEZARD,LYSIANE,FRONT DE GAUCHE,FDG,2304,N,M,PIEUCHOT,LAURENT,SOCIALISTE DISSIDENT,DVG,6514,N,F,SCHMID,LUCILE,EUROPE-ECOLOGIE-LES VERTS (SOUTIEN PS),ECO,10288,O,M,LACOMBE,MAXIME,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,403,N,F,GAMBIEZ,FABIENNE,LE CENTRE POUR LA FRANCE,MODEM,1450,N,M,SANTINI,ANDRÉ,NOUVEAU CENTRE,NouvC,19098,O,F,BERGER,VÉRONIQUE,PARTI CHRÉTIEN-DÉMOCRATE,DVD,359,N,F,BUNOT,SANDRINE,RASSEMBLEMENT BLEU MARINE,FRN,2361,N,M,HESSE,FRÉDÉRIC,RASSEMBLEMENT POUR L'INITIATIVE CITOYENNE,DIV,17,N,M,KNITTEL,GAUTIER,PARTI PIRATE,DIV,360,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,HAUTS-DE-SEINE,11,67356,39420,39033,387,"58,52%",M,LE DEVEHAT,JEAN-LUC,PARTI OUVRIER INDÉPENDANT,EXG,100,N,F,SAUVANAUD,JULIETTE,LUTTE OUVRIÈRE,EXG,118,N,M,JACQUES,ALAIN,NOUVEAU PARTI ANTICAPITALISTE,EXG,144,N,M,ROUILLAC,JEAN-PAUL,COMMUNISTES,COM,72,N,F,AMIABLE,MARIE-HÉLÈNE,FRONT DE GAUCHE,FDG,11399,N,F,SOMMARUGA,JULIE,PARTI SOCIALISTE,SOC,11681,O,M,AARSSE,RODÉRIC,EUROPE-ECOLOGIE-LES VERTS,ECO,1368,N,F,BOURHIS,NADINE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,214,N,M,BENHABRI,MEHDI,LE CENTRE POUR LA FRANCE,MODEM,573,N,M,BRANAA,JEAN-ERIC,MONTROUGE DEMOCRATE,MODEM-,295,N,M,METTON,JEAN-LOUP,NOUVEAU CENTRE,NouvC,9428,O,M,LEGENDRE,CÉDRIC,CENTRE NATIONAL DES INDÉPENDANTS ET PAYSANS,DVD,159,N,F,BOCHER,AURÉLIE,PARTI CHRÉTIEN-DÉMOCRATE,DVD,244,N,M,HAUJARD,SÉBASTIEN,RÉPUBLIQUE SOLIDAIRE,DVD,71,N,F,DE FONTENAILLES,MARIE,RASSEMBLEMENT BLEU MARINE,FRN,2564,N,M,MARCEL,BAPTISTE,PARTI PIRATE,DIV,603,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,HAUTS-DE-SEINE,12,89869,55919,55418,501,"62,22%",M,LARCHER,ROBERT,LUTTE OUVRIÈRE,EXG,195,N,F,LE METAYER,JOCELYNE,FRONT DE GAUCHE,FDG,3498,N,M,GERMAIN,JEAN-MARC,PARTI SOCIALISTE,SOC,20248,O,F,BAVAY,FRANCINE,EUROPE-ECOLOGIE-LES VERTS,ECO,2554,N,F,CHIVILO,ISABELLE,CAP 21,ECO,571,N,M,DELOM,CHRISTIAN,LE CENTRE POUR LA FRANCE,MODEM,1940,N,M,PEMEZEC,PHILIPPE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,22160,O,F,CARRASCO,JULIA,DEBOUT LA RÉPUBLIQUE,DVD,398,N,F,DOUCET,BLANCHE,RASSEMBLEMENT BLEU MARINE,FRN,3580,N,F,WAHNICH,SOPHIE,PARTI PIRATE,DIV,184,N,M,BIERENT,RUDOLPH,SOLIDARITÉ ET PROGRÈS,DIV,90,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,HAUTS-DE-SEINE,13,86549,54997,54269,728,"63,54%",M,ROLLOT,FRANCK,LUTTE OUVRIÈRE,EXG,147,N,F,DEBISSCHOP,MAGALIE,NOUVEAU PARTI ANTICAPITALISTE,EXG,141,N,F,LE NEOUANNIC,PASCALE,FRONT DE GAUCHE,FDG,3210,N,M,LANDFRIED,JULIEN,PARTI SOCIALISTE,SOC,15753,O,M,CADORET,MANNONE,EMERGENCE,DVG,410,N,M,FEUILLADE,FABIEN,EUROPE-ECOLOGIE-LES VERTS,ECO,6273,N,M,CASSIA,PAUL,LE CENTRE POUR LA FRANCE,MODEM,2302,N,M,DEVEDJIAN,PATRICK,UNION POUR UN MOUVEMENT POPULAIRE,UMP,21839,O,M,DE LAMBILLY,GAËTAN,CENTRE NATIONAL DES INDÉPENDANTS ET PAYSANS,DVD,472,N,F,DE ZAYAS,MARIE,PARTI CHRÉTIEN-DÉMOCRATE,DVD,373,N,M,GEORGET,MICHEL,RASSEMBLEMENT BLEU MARINE,FRN,2968,N,M,THIRIEZ,DUNCAN,PARTI PIRATE,DIV,381,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,SEINE-SAINT-DENIS,1,55214,25524,25134,390,"46,23%",F,ABAD,CÉCILE,LUTTE OUVRIÈRE,EXG,195,N,F,AMIRI,NAÏMA,NOUVEAU PARTI ANTICAPITALISTE,EXG,274,N,F,DHALFA,HAYAT,FRONT DE GAUCHE,FDG,3573,N,M,LE ROUX,BRUNO,PARTI SOCIALISTE,SOC,11928,O,M,KEITA,MAMADOU,EUROPE-ECOLOGIE-LES VERTS,ECO,1187,N,M,BOROWSKI,MIKE,LE CENTRE POUR LA FRANCE,MODEM,1234,N,M,BOURDI,SALAH,NOUVEAU CENTRE (SOUTIEN UMP),NouvC,2755,N,F,ALINE,ROSY,PARTI CHRÉTIEN-DÉMOCRATE,DVD,110,N,F,DEJOUY,BLANDINE,RASSEMBLEMENT BLEU MARINE,FRN,2688,N,M,BRES,BERNARD,UNION DE LA DROITE NATIONALE,EXD,320,N,M,ZOLDI DEDIEU,ETIENNE,PARTI PIRATE,DIV,14,N,M,EL OUACHOUNI,YOUSSEF,SANS ÉTIQUETTE,DIV,806,N,F,MBOCK,ELISE,SANS ÉTIQUETTE,DIV,50,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
